% Relation generated from XXXXXXL1 2.xls
@relation XXXXXXL1 2

@attribute ID numeric
@attribute status_pozyczki numeric
@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć numeric
@attribute rodzaj_źródła_dochodu numeric
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie numeric
@attribute okres_w_jakim_pobierał_dochód numeric
@attribute okres_w_jakim_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
369,'splacona_cz','700.0','61','kobieta','13','5100.0','2','26','48','0'
370,'splacona','200.0','24','mężczyzna','11','2327.94','0','33','48','0'
371,'splacona_cz','241.15','54','mężczyzna','12','1030.0','2','7','17','5'
372,'splacona','600.0','46','mężczyzna','11','2000.0','0','49','48','0'
373,'splacona_cz','900.0','55','kobieta','16','2300.0','3','61','48','0'
374,'odmowa','400.0','48','kobieta','11','1796.0','0','311','48','0'
375,'splacona_cz','400.0','40','kobieta','12','660.0','2','10','28','3'
376,'splacona_cz','300.0','55','kobieta','12','1009.34','1','27','40','2'
377,'splacona','200.0','51','mężczyzna','12','1030.0','2','7','48','11'
378,'splacona','400.0','56','mężczyzna','12','1600.0','0','33','27','0'
379,'splacona_cz','400.0','60','kobieta','13','1425.0','0','77','48','1'
380,'splacona_cz','281.29','55','kobieta','12','1350.0','2','20','4','1'
381,'splacona_cz','200.0','24','mężczyzna','12','1000.0','3','10','15','8'
382,'splacona_cz','600.0','54','kobieta','12','1675.0','2','7','4','2'
383,'odmowa','500.0','66','kobieta','13','717.96','0','79','48','0'
384,'splacona_cz','700.0','28','mężczyzna','12','1800.0','2','9','0','0'
385,'odmowa','300.0','20','mężczyzna','12','1227.0','0','1','11','0'
386,'splacona','200.0','64','kobieta','13','856.0','2','55','48','1'
387,'splacona','300.0','39','mężczyzna','11','2700.0','1','7','48','0'
388,'windykacja_sp','300.0','66','mężczyzna','13','1300.0','1','76','48','345'
389,'splacona_cz','400.0','61','kobieta','13','1684.0','2','18','48','1'
390,'splacona','200.0','57','mężczyzna','11','1800.0','0','159','48','0'
391,'splacona_cz','498.47','31','kobieta','12','1600.0','2','12','0','1'
392,'splacona_cz','200.0','75','kobieta','13','616.0','2','244','48','1'
393,'odmowa','300.0','67','mężczyzna','12','900.0','0','6','1','0'
394,'splacona_cz','200.0','61','kobieta','13','984.0','1','9','48','0'
395,'odmowa','700.0','65','kobieta','13','1650.0','0','127','48','0'
396,'splacona_cz','275.97','41','kobieta','11','1000.0','2','59','48','8'
397,'odmowa','400.0','46','mężczyzna','11','2324.0','0','43','48','0'
398,'splacona_cz','445.67','47','mężczyzna','12','1574.45','1','29','6','1'
399,'splacona_cz','300.0','54','mężczyzna','11','1700.0','2','37','48','4'
400,'splacona_cz','600.0','47','kobieta','12','830.46','1','43','28','1'
401,'splacona_cz','200.0','58','kobieta','16','634.0','1','49','48','0'
402,'splacona','200.0','75','kobieta','13','1160.0','0','209','48','0'
403,'splacona_cz','200.0','58','kobieta','13','1500.0','2','44','48','0'
404,'windykacja','250.0','64','mężczyzna','16','633.56','2','109','48','5345'
405,'splacona_cz','200.0','73','mężczyzna','13','910.33','2','161','48','8'
406,'odmowa','500.0','49','kobieta','11','2139.0','0','84','48','0'
407,'odmowa','400.0','41','kobieta','11','1433.0','0','158','48','0'
408,'splacona','227.13','53','kobieta','12','2000.0','2','7','19','2'
409,'splacona_cz','200.0','57','kobieta','16','703.0','2','24','48','1'
410,'splacona_cz','900.0','58','kobieta','17','684.0','2','188','21','1'
411,'odmowa','300.0','22','mężczyzna','12','1200.0','0','3','20','0'
412,'odmowa','400.0','37','mężczyzna','99','761.0','0','0','12','0'
413,'splacona','500.0','72','kobieta','13','640.0','0','137','48','1'
414,'odmowa','1000.0','60','mężczyzna','13','3519.0','0','108','48','0'
415,'splacona_cz','200.0','75','kobieta','13','965.0','2','243','48','1'
416,'splacona_cz','1569.98','48','mężczyzna','11','2353.0','2','97','48','8'
417,'splacona_cz','200.0','65','kobieta','13','802.83','2','199','48','4'
418,'splacona_cz','400.0','66','kobieta','13','1137.19','2','94','48','0'
419,'splacona_cz','800.0','60','mężczyzna','11','1000.0','2','61','48','3'
420,'splacona','1000.0','80','kobieta','13','2421.55','2','243','48','13'
421,'splacona_cz','1000.0','57','mężczyzna','13','3600.0','1','84','48','1'
422,'splacona','350.0','64','mężczyzna','13','1601.87','1','43','48','10'
423,'splacona_cz','300.0','77','kobieta','13','1239.0','2','268','48','1'
424,'odmowa','900.0','39','mężczyzna','11','2215.0','0','204','48','0'
425,'splacona','200.0','59','kobieta','13','1100.0','1','41','48','0'
426,'odmowa','500.0','40','kobieta','11','950.0','0','178','48','0'
427,'splacona_cz','400.0','40','mężczyzna','11','1261.98','2','34','48','0'
428,'windykacja','300.0','73','kobieta','16','1138.01','0','5','48','5344'
429,'splacona_cz','350.0','61','mężczyzna','16','837.0','1','229','48','0'
430,'splacona_cz','200.0','46','kobieta','12','990.34','1','54','18','0'
431,'splacona_cz','800.0','65','kobieta','13','930.0','3','129','48','0'
432,'splacona_cz','400.0','47','kobieta','11','3170.0','2','283','48','0'
433,'splacona_cz','400.0','47','mężczyzna','12','600.0','3','7','20','1'
434,'splacona_cz','300.0','26','mężczyzna','11','1459.0','0','7','48','5'
435,'splacona_cz','300.0','62','kobieta','13','1130.0','2','101','48','3'
436,'windykacja_sp','200.0','52','kobieta','16','906.07','0','10','48','263'
437,'splacona_cz','300.0','25','mężczyzna','12','1400.0','1','10','22','1'
438,'splacona_cz','300.0','45','mężczyzna','11','2100.0','1','48','48','1'
439,'splacona_cz','235.97','66','kobieta','13','1428.55','2','135','48','0'
440,'splacona','500.0','53','kobieta','16','655.0','2','29','48','152'
441,'splacona_cz','300.0','33','mężczyzna','11','1800.0','2','163','48','1'
442,'splacona_cz','400.0','62','kobieta','13','1474.55','1','63','48','0'
443,'splacona_cz','200.0','52','kobieta','11','1617.68','1','83','48','5'
444,'windykacja','500.0','63','mężczyzna','13','1768.93','2','267','48','5344'
445,'splacona_cz','200.0','49','mężczyzna','11','1400.0','2','12','48','1'
446,'splacona_cz','900.0','47','kobieta','11','5800.0','2','52','48','0'
447,'odmowa','200.0','43','mężczyzna','12','1440.0','0','3','8','0'
448,'splacona_cz','265.58','62','kobieta','13','1189.0','2','68','48','0'
449,'splacona_cz','400.0','56','kobieta','11','1172.2','2','35','48','2'
450,'splacona','500.0','63','kobieta','16','1340.0','2','159','48','6'
451,'splacona','200.0','62','mężczyzna','13','1672.59','1','20','48','0'
452,'splacona_cz','350.0','53','kobieta','17','1031.0','1','49','11','6'
453,'splacona_cz','500.0','60','kobieta','13','1000.0','2','66','48','2'
454,'odmowa','200.0','67','kobieta','16','931.37','0','210','48','0'
455,'splacona_cz','400.0','57','kobieta','13','1817.24','1','16','48','0'
456,'splacona','900.0','58','mężczyzna','11','1510.0','2','164','48','151'
457,'odmowa','1000.0','45','kobieta','12','1000.0','0','52','20','0'
458,'odmowa','500.0','34','kobieta','12','1033.0','0','1','0','0'
459,'odmowa','250.0','32','kobieta','12','1200.0','0','3','6','0'
460,'splacona_cz','300.0','61','kobieta','13','997.0','2','77','48','0'
461,'splacona_cz','500.0','60','kobieta','13','1212.0','2','52','48','0'
462,'splacona_cz','300.0','57','kobieta','11','1680.0','2','383','48','2'
463,'splacona_cz','200.0','67','kobieta','13','720.19','0','91','48','0'
464,'splacona','1283.66','52','kobieta','11','1638.0','0','312','48','17'
465,'splacona_cz','600.0','47','kobieta','11','1700.0','2','87','48','2'
466,'splacona','200.0','79','kobieta','13','1442.43','3','139','48','0'
467,'splacona','600.0','58','kobieta','11','1400.0','2','161','48','188'
468,'splacona_cz','600.0','49','kobieta','11','2800.0','2','317','48','3'
469,'splacona_cz','369.53','72','kobieta','13','3541.9','0','125','48','2'
470,'splacona','500.0','27','kobieta','11','2100.0','1','21','48','0'
471,'splacona_cz','600.0','32','kobieta','11','1290.0','2','17','48','2'
472,'splacona','300.0','39','mężczyzna','12','1884.29','0','18','5','0'
473,'splacona_cz','200.0','72','kobieta','13','730.0','1','559','48','0'
474,'odmowa','500.0','43','kobieta','11','1542.33','0','276','48','0'
475,'splacona_cz','400.0','43','mężczyzna','11','2284.23','0','298','48','0'
476,'splacona_cz','200.0','69','kobieta','16','959.6','2','113','48','0'
477,'splacona_cz','200.0','29','mężczyzna','99','1393.85','1','3','0','1'
478,'splacona_cz','717.26','64','mężczyzna','13','2010.0','1','136','48','1'
479,'splacona_cz','200.0','57','mężczyzna','13','12220.0','1','69','48','1'
480,'odmowa','1000.0','43','mężczyzna','11','2700.0','0','144','48','0'
481,'splacona_cz','500.0','65','kobieta','16','892.0','1','199','48','0'
482,'splacona','200.0','46','mężczyzna','11','1360.0','3','118','48','0'
483,'splacona_cz','295.97','52','kobieta','12','1050.0','1','32','4','0'
484,'splacona_cz','300.0','35','kobieta','12','1200.0','2','7','7','0'
485,'splacona','300.0','65','kobieta','13','1210.0','1','136','48','26'
486,'splacona_cz','700.0','52','mężczyzna','11','3200.0','2','187','48','0'
487,'splacona_cz','450.0','54','kobieta','16','1045.6','3','10','48','0'
488,'splacona_cz','300.0','65','kobieta','13','1350.0','1','109','48','3'
489,'windykacja','600.0','48','mężczyzna','11','1800.0','2','124','48','5341'
490,'odmowa','300.0','35','kobieta','12','1200.0','0','0','24','0'
491,'splacona','500.0','57','kobieta','11','2249.14','2','239','48','18'
492,'splacona','200.0','72','kobieta','13','785.0','2','62','48','0'
493,'splacona_cz','300.0','46','mężczyzna','13','1688.82','1','97','48','2'
494,'splacona','300.0','23','mężczyzna','11','1400.0','0','23','48','0'
495,'splacona_cz','400.0','53','mężczyzna','11','4000.0','3','8','48','1'
496,'splacona','300.0','30','mężczyzna','12','1037.34','1','18','6','0'
497,'splacona_cz','300.0','19','mężczyzna','99','750.0','2','2','3','0'
498,'splacona_cz','300.0','57','kobieta','13','611.0','1','137','48','1'
499,'splacona_cz','700.0','75','mężczyzna','13','2098.0','2','195','48','0'
500,'odmowa','500.0','22','mężczyzna','11','1585.0','0','2','48','0'
501,'splacona_cz','500.0','72','mężczyzna','13','1700.0','2','12','48','2'
502,'windykacja','300.0','69','mężczyzna','13','940.0','2','51','48','5341'
503,'splacona_cz','500.0','51','kobieta','11','1700.0','2','304','48','4'
504,'odmowa','800.0','30','kobieta','12','1600.0','0','72','41','0'
505,'splacona_cz','400.0','56','mężczyzna','11','1842.86','1','6','48','0'
506,'splacona_cz','300.0','49','mężczyzna','13','3900.0','3','28','48','0'
507,'odmowa','200.0','58','mężczyzna','16','461.6','0','378','48','0'
508,'splacona_cz','426.61','49','kobieta','11','2470.0','3','352','48','0'
509,'splacona_cz','500.0','53','mężczyzna','11','1320.0','2','340','48','0'
510,'splacona_cz','400.0','39','kobieta','11','1239.05','0','202','48','7'
511,'splacona','400.0','64','mężczyzna','13','1261.6','2','51','48','368'
512,'splacona','700.0','37','mężczyzna','12','3000.0','0','6','4','34'
513,'splacona','300.0','58','kobieta','13','1240.0','3','68','48','0'
514,'splacona_cz','500.0','60','kobieta','13','936.0','0','29','48','0'
515,'splacona_cz','200.0','74','kobieta','13','1026.0','3','245','48','0'
516,'splacona_cz','400.0','44','mężczyzna','12','1952.35','2','2','9','0'
517,'splacona_cz','300.0','43','kobieta','11','1400.0','3','23','48','4'
518,'splacona_cz','1800.0','72','mężczyzna','13','2612.0','1','80','48','0'
519,'splacona_cz','400.0','61','kobieta','13','1170.0','1','76','48','0'
520,'splacona_cz','300.0','48','kobieta','11','1077.49','2','370','48','0'
521,'odmowa','600.0','27','mężczyzna','12','2187.11','0','30','5','0'
522,'splacona_cz','496.61','38','kobieta','11','2927.0','1','199','48','0'
523,'splacona_cz','800.0','57','mężczyzna','12','2500.0','1','3','0','1'
524,'splacona_cz','200.0','20','mężczyzna','17','985.0','3','11','0','0'
525,'splacona_cz','1000.0','42','mężczyzna','11','2258.0','3','73','48','0'
526,'splacona_cz','400.0','61','kobieta','13','1090.14','2','73','48','0'
527,'splacona_cz','649.84','57','kobieta','11','1680.0','3','68','48','0'
528,'splacona_cz','238.78','53','kobieta','11','1700.0','3','203','48','0'
529,'splacona_cz','500.0','69','kobieta','13','1072.0','3','151','48','5'
530,'splacona_cz','300.0','70','kobieta','13','729.03','3','255','48','0'
531,'odmowa','500.0','69','kobieta','16','1124.0','0','135','48','0'
532,'splacona_cz','200.0','63','kobieta','16','1389.0','2','89','48','0'
533,'splacona_cz','381.29','70','kobieta','13','1291.18','3','77','48','0'
534,'splacona_cz','200.0','57','mężczyzna','16','763.38','2','209','48','0'
535,'splacona_cz','900.0','59','kobieta','13','1370.0','2','74','48','11'
536,'odmowa','900.0','19','mężczyzna','12','1700.0','0','4','8','0'
537,'splacona','500.0','53','mężczyzna','11','2080.0','3','316','48','15'
538,'splacona_cz','1500.0','57','mężczyzna','98','3000.0','0','67','48','6'
539,'splacona_cz','300.0','60','mężczyzna','11','3000.0','3','210','48','0'
540,'splacona_cz','200.0','30','kobieta','11','1373.34','0','56','48','0'
541,'splacona_cz','200.0','25','kobieta','17','1200.0','3','163','17','1'
542,'splacona','300.0','52','kobieta','16','685.0','1','39','48','0'
543,'splacona_cz','400.0','66','kobieta','13','850.0','2','65','48','1'
544,'splacona_cz','400.0','54','kobieta','12','1700.0','3','53','0','0'
545,'splacona','500.0','50','kobieta','17','990.0','3','70','15','13'
546,'splacona_cz','600.0','35','kobieta','11','2400.0','2','111','48','6'
547,'windykacja','296.54','34','mężczyzna','12','1030.0','0','3','20','5336'
548,'splacona_cz','903.23','36','kobieta','11','1900.0','2','177','48','3'
549,'splacona_cz','500.0','67','mężczyzna','16','1600.0','1','10','48','0'
550,'splacona_cz','500.0','29','kobieta','12','1447.0','3','20','4','4'
551,'splacona_cz','300.0','60','kobieta','13','810.0','3','31','48','4'
552,'splacona_cz','400.0','54','kobieta','11','2368.57','1','408','48','6'
553,'splacona','378.0','27','kobieta','11','1500.0','0','22','48','9'
554,'splacona_cz','300.0','45','mężczyzna','12','1375.47','0','5','3','0'
555,'splacona','500.0','50','kobieta','11','4900.0','1','9','48','0'
556,'splacona','200.0','68','kobieta','13','1017.0','3','159','48','0'
557,'splacona','600.0','55','mężczyzna','16','588.0','3','420','48','0'
558,'windykacja','200.0','28','mężczyzna','12','1136.86','1','10','14','5336'
559,'splacona_cz','200.0','66','kobieta','13','910.0','3','68','48','0'
560,'odmowa','200.0','29','kobieta','98','600.0','0','3','48','0'
561,'splacona_cz','300.0','22','kobieta','12','1634.0','1','10','0','3'
562,'splacona','900.0','47','mężczyzna','11','2500.0','2','202','48','11'
563,'odmowa','200.0','78','kobieta','16','1076.83','0','135','48','0'
564,'splacona_cz','200.0','66','kobieta','13','1216.0','3','139','48','0'
565,'splacona_cz','400.0','61','kobieta','13','1280.0','3','15','48','0'
566,'splacona_cz','600.0','54','kobieta','11','1300.0','0','66','48','8'
567,'splacona_cz','450.0','31','mężczyzna','11','2700.0','3','13','48','18'
568,'splacona','500.0','59','kobieta','13','1400.0','2','52','48','1'
569,'splacona_cz','575.74','32','mężczyzna','11','2050.0','3','116','48','7'
570,'splacona_cz','500.0','58','mężczyzna','16','1770.0','3','87','48','0'
571,'splacona_cz','300.0','31','kobieta','12','1865.0','0','18','3','3'
572,'splacona','382.44','29','mężczyzna','11','1888.27','2','75','48','16'
573,'splacona_cz','300.0','50','mężczyzna','12','1000.0','0','41','21','0'
574,'splacona_cz','385.97','54','kobieta','11','1721.7','3','118','48','1'
575,'splacona_cz','700.0','58','kobieta','13','1872.0','3','33','48','3'
576,'splacona_cz','330.68','35','kobieta','11','2709.34','3','179','48','0'
577,'splacona_cz','400.0','64','kobieta','13','1015.0','3','107','48','2'
578,'splacona_cz','200.0','53','kobieta','12','984.34','2','16','4','0'
579,'splacona_cz','300.0','78','kobieta','13','1239.98','0','253','48','0'
580,'splacona_cz','400.0','62','kobieta','13','1200.29','0','20','48','0'
581,'odmowa','500.0','39','kobieta','11','1183.0','0','15','48','0'
582,'splacona','200.0','64','kobieta','13','2113.24','2','59','48','0'
583,'splacona_cz','600.0','30','mężczyzna','11','2700.0','3','62','48','0'
584,'splacona','400.0','58','kobieta','13','1454.91','2','40','48','0'
585,'splacona_cz','200.0','70','kobieta','13','907.0','1','232','48','1'
586,'windykacja_sp','300.0','73','mężczyzna','13','1457.0','2','77','48','293'
587,'splacona','400.0','53','kobieta','11','1300.0','0','32','48','12'
588,'splacona_cz','400.0','44','mężczyzna','12','1963.88','2','4','1','0'
589,'splacona_cz','500.0','49','kobieta','11','1800.0','3','51','48','2'
590,'odmowa','500.0','53','kobieta','12','1356.0','0','84','4','0'
591,'splacona_cz','281.29','60','kobieta','11','1906.42','1','210','48','0'
592,'odmowa','300.0','24','kobieta','11','1300.0','0','21','48','0'
593,'splacona_cz','500.0','56','mężczyzna','13','1900.0','3','148','48','0'
594,'splacona_cz','600.0','61','kobieta','13','1050.0','3','137','48','0'
595,'splacona_cz','498.26','35','kobieta','98','4000.0','3','17','48','2'
596,'splacona_cz','900.0','61','kobieta','13','1820.0','3','67','48','1'
597,'windykacja_sp','300.0','43','kobieta','99','645.31','0','9','3','418'
598,'splacona','300.0','61','kobieta','13','1399.99','1','13','48','1'
599,'splacona','400.0','67','kobieta','13','1085.0','3','164','48','0'
600,'splacona_cz','400.0','56','kobieta','11','1730.13','1','191','48','0'
601,'splacona','300.0','59','kobieta','13','1650.0','0','113','48','0'
602,'odmowa','300.0','35','mężczyzna','12','1457.0','0','5','2','0'
603,'splacona','200.0','57','mężczyzna','11','1500.0','2','393','48','294'
604,'splacona','300.0','63','mężczyzna','11','1660.0','0','48','48','6'
605,'splacona_cz','200.0','71','kobieta','13','722.05','2','195','48','0'
606,'splacona','799.85','33','kobieta','11','2050.0','1','27','48','11'
607,'windykacja_sp','200.0','54','mężczyzna','12','988.0','0','7','5','271'
608,'splacona_cz','200.0','26','mężczyzna','12','1100.0','0','31','28','0'
609,'splacona_cz','600.0','43','kobieta','11','1443.0','3','32','48','1'
610,'splacona_cz','200.0','27','mężczyzna','17','728.0','3','98','32','0'
611,'splacona_cz','300.0','54','mężczyzna','11','2100.0','0','36','48','3'
612,'splacona','400.0','61','mężczyzna','13','1503.0','2','164','48','13'
613,'splacona_cz','500.0','61','kobieta','13','1362.0','3','54','48','7'
614,'splacona_cz','300.0','58','kobieta','13','1244.77','3','37','48','1'
615,'splacona_cz','200.0','51','kobieta','11','932.34','3','393','48','0'
616,'splacona_cz','300.0','28','kobieta','11','901.0','2','38','48','0'
617,'splacona_cz','200.0','56','kobieta','17','1100.0','1','25','8','0'
618,'splacona','667.26','65','mężczyzna','13','3040.0','3','199','48','11'
619,'splacona_cz','500.0','37','kobieta','11','2700.0','3','119','48','0'
620,'splacona_cz','500.0','32','kobieta','11','3100.0','3','119','48','0'
621,'windykacja','299.97','44','mężczyzna','11','3217.0','1','268','48','5330'
622,'splacona','300.0','65','kobieta','13','1125.0','1','123','48','0'
623,'splacona_cz','300.0','66','mężczyzna','13','2110.0','3','99','48','0'
624,'splacona_cz','300.0','70','kobieta','13','865.0','3','126','48','3'
625,'splacona_cz','300.0','26','kobieta','12','1300.0','2','6','6','0'
626,'splacona_cz','400.0','53','kobieta','16','1362.0','3','27','48','0'
627,'splacona_cz','300.0','22','kobieta','12','1500.0','2','2','0','0'
628,'splacona_cz','392.14','63','kobieta','13','1668.0','3','89','48','2'
629,'splacona_cz','200.0','57','kobieta','11','983.97','1','76','48','4'
630,'splacona_cz','200.0','31','kobieta','12','980.0','3','8','2','3'
631,'splacona_cz','500.0','36','kobieta','11','1700.0','2','195','48','3'
632,'windykacja_sp','600.0','69','mężczyzna','13','2015.55','1','109','48','429'
633,'splacona','200.0','65','mężczyzna','13','1217.0','0','49','48','0'
634,'splacona','200.0','57','mężczyzna','13','819.0','1','55','48','0'
635,'windykacja','200.0','64','mężczyzna','16','650.77','0','46','48','5329'
636,'splacona_cz','600.0','51','mężczyzna','12','2673.17','3','110','48','13'
637,'splacona_cz','231.29','60','kobieta','13','1107.0','1','13','48','2'
638,'splacona_cz','1000.0','69','kobieta','13','2291.0','0','69','48','9'
639,'splacona','600.0','59','kobieta','13','1400.0','3','244','48','0'
640,'splacona_cz','300.0','57','kobieta','16','634.64','2','134','48','2'
641,'splacona_cz','300.0','46','kobieta','98','911.0','3','96','48','2'
642,'splacona_cz','300.0','49','kobieta','11','992.84','3','119','48','3'
643,'splacona_cz','300.0','30','mężczyzna','11','1000.0','3','55','48','2'
644,'splacona_cz','450.0','68','mężczyzna','13','2000.0','3','43','48','5'
645,'splacona','300.0','74','mężczyzna','13','1180.0','0','138','48','0'
646,'windykacja_sp','400.0','65','kobieta','13','1175.0','1','113','48','276'
647,'splacona_cz','500.0','60','mężczyzna','11','2100.0','2','185','48','1'
648,'splacona','200.0','37','kobieta','12','1382.0','2','19','4','0'
649,'splacona_cz','300.0','55','kobieta','16','1072.89','3','120','48','0'
650,'splacona','200.0','41','kobieta','11','1037.34','3','60','48','23'
651,'splacona_cz','300.0','47','kobieta','98','2200.0','3','23','48','0'
652,'odmowa','500.0','56','mężczyzna','11','1896.86','0','136','48','0'
653,'splacona_cz','200.0','47','kobieta','11','1493.98','2','359','48','0'
654,'windykacja','400.0','66','kobieta','13','1062.0','0','160','48','5327'
655,'splacona_cz','1000.0','60','kobieta','11','2670.0','3','86','48','11'
656,'splacona_cz','200.0','53','kobieta','99','1100.0','0','50','0','0'
657,'splacona_cz','376.37','61','mężczyzna','13','1500.0','3','21','48','1'
658,'windykacja','600.0','64','mężczyzna','13','3100.0','0','136','48','5327'
659,'odmowa','200.0','21','mężczyzna','98','690.0','0','6','48','0'
660,'splacona_cz','246.83','45','kobieta','11','1344.9','2','44','48','7'
661,'odmowa','300.0','58','mężczyzna','98','583.0','0','111','48','0'
662,'splacona_cz','200.0','50','mężczyzna','16','1045.0','2','197','48','0'
663,'splacona_cz','500.0','58','kobieta','13','720.0','0','230','48','2'
664,'splacona','250.0','70','kobieta','13','1016.0','1','187','48','0'
665,'splacona_cz','200.0','31','kobieta','12','1032.34','3','3','8','6'
666,'splacona_cz','200.0','48','kobieta','11','967.64','2','317','48','2'
667,'splacona','600.0','39','kobieta','11','1800.0','2','50','48','13'
668,'splacona_cz','800.0','56','kobieta','13','580.0','3','117','48','3'
669,'odmowa','400.0','18','mężczyzna','12','1224.0','0','3','1','0'
670,'odmowa','300.0','37','mężczyzna','11','3619.0','0','39','48','0'
671,'odmowa','200.0','23','kobieta','16','436.0','0','12','48','0'
672,'splacona_cz','296.54','46','kobieta','12','1032.0','3','36','4','1'
673,'splacona_cz','400.0','50','kobieta','11','1577.42','0','203','48','3'
674,'splacona_cz','400.0','60','kobieta','16','1411.0','0','64','48','5'
675,'splacona_cz','200.0','55','mężczyzna','11','1460.17','0','59','48','1'
676,'splacona_cz','500.0','61','mężczyzna','11','2250.05','1','174','48','11'
677,'splacona_cz','700.0','61','kobieta','13','2066.0','3','127','48','2'
678,'splacona_cz','600.0','51','kobieta','11','3200.0','3','52','48','2'
679,'splacona_cz','300.0','59','kobieta','13','1658.0','3','27','48','4'
680,'splacona_cz','300.0','52','kobieta','11','1400.0','3','159','48','0'
681,'splacona_cz','400.0','34','kobieta','11','980.11','0','43','48','0'
682,'splacona_cz','500.0','62','kobieta','13','1900.0','3','86','48','1'
683,'splacona_cz','400.0','68','kobieta','16','980.0','3','129','48','1'
684,'odmowa','300.0','24','mężczyzna','12','1138.0','0','0','24','0'
685,'splacona_cz','600.0','33','kobieta','12','1540.0','0','37','2','0'
686,'splacona_cz','235.97','65','mężczyzna','12','1100.0','3','20','16','7'
687,'odmowa','200.0','74','mężczyzna','16','2600.0','0','439','48','0'
688,'splacona','600.0','56','mężczyzna','11','3335.0','3','431','48','1'
689,'splacona_cz','400.0','67','kobieta','13','815.0','0','142','48','0'
690,'splacona_cz','200.0','71','kobieta','13','1185.33','3','222','48','4'
691,'splacona','200.0','52','mężczyzna','12','1210.0','0','5','4','10'
692,'splacona_cz','200.0','53','kobieta','16','749.28','3','63','48','0'
693,'odmowa','1000.0','50','mężczyzna','98','583.0','0','135','48','0'
694,'splacona_cz','670.0','63','kobieta','13','930.0','0','92','48','7'
695,'windykacja_sp','300.0','58','mężczyzna','16','1528.0','1','373','48','312'
696,'splacona_cz','350.0','56','kobieta','17','547.89','0','54','4','6'
697,'splacona_cz','300.0','71','mężczyzna','13','1426.0','3','75','48','0'
698,'splacona','200.0','66','kobieta','13','1031.0','1','119','48','0'
699,'splacona_cz','400.0','64','kobieta','13','840.0','1','111','48','7'
700,'splacona_cz','300.0','45','mężczyzna','12','670.0','3','7','4','1'
701,'splacona_cz','800.0','62','kobieta','13','3700.0','3','25','48','0'
702,'splacona_cz','300.0','63','kobieta','13','1100.0','0','103','48','0'
703,'splacona_cz','400.0','65','mężczyzna','16','1473.04','0','164','48','0'
704,'splacona_cz','350.0','78','mężczyzna','13','1519.0','0','253','48','0'
705,'splacona_cz','200.0','37','kobieta','12','599.03','2','18','0','2'
706,'splacona_cz','200.0','56','kobieta','98','980.0','2','9','48','0'
707,'splacona_cz','200.0','74','kobieta','13','1026.0','3','246','48','2'
708,'splacona_cz','218.32','61','kobieta','13','975.0','3','26','48','3'
709,'splacona_cz','393.99','59','mężczyzna','11','2947.0','3','52','48','0'
710,'odmowa','1000.0','26','mężczyzna','11','3200.0','0','3','48','0'
711,'splacona','694.0','38','kobieta','11','1900.0','3','207','48','12'
712,'splacona_cz','300.0','72','kobieta','13','2100.0','0','159','48','0'
713,'splacona_cz','800.0','35','mężczyzna','12','1500.0','0','32','3','4'
714,'splacona','300.0','66','mężczyzna','16','1151.0','0','360','48','0'
715,'splacona_cz','277.34','39','kobieta','11','1770.0','3','86','48','0'
716,'splacona_cz','700.0','61','kobieta','13','1977.0','1','54','48','3'
717,'splacona_cz','200.0','63','mężczyzna','13','1287.66','2','95','48','0'
718,'splacona_cz','300.0','46','kobieta','11','900.0','3','92','48','0'
719,'odmowa','500.0','56','kobieta','11','2251.79','0','254','48','0'
720,'splacona_cz','300.0','73','mężczyzna','13','960.0','3','139','48','1'
721,'odmowa','400.0','75','kobieta','13','1413.0','0','164','48','0'
722,'windykacja','300.0','27','mężczyzna','12','1800.0','0','34','27','5320'
723,'splacona','200.0','58','kobieta','13','1083.23','1','96','48','0'
724,'splacona_cz','800.0','55','kobieta','13','3440.0','3','50','48','1'
725,'splacona','427.09','43','mężczyzna','98','3178.0','3','200','48','11'
726,'splacona_cz','400.0','71','mężczyzna','13','1772.53','0','279','48','0'
727,'splacona_cz','200.0','68','kobieta','13','803.86','3','157','48','0'
728,'splacona_cz','300.0','60','kobieta','13','1026.0','3','54','48','23'
729,'splacona','297.69','63','kobieta','13','1014.0','1','182','48','11'
730,'splacona','400.0','63','mężczyzna','13','1193.65','2','8','48','0'
731,'splacona_cz','285.97','38','kobieta','98','1200.0','3','45','48','0'
732,'splacona_cz','328.32','50','kobieta','12','1000.0','3','31','3','0'
733,'splacona_cz','328.0','60','mężczyzna','12','1000.0','3','11','3','0'
734,'splacona_cz','200.0','54','kobieta','11','1400.0','3','116','48','0'
735,'windykacja','200.0','18','mężczyzna','12','1286.0','0','1','1','5320'
736,'splacona_cz','600.0','29','mężczyzna','12','1300.0','3','26','15','4'
737,'splacona_cz','300.0','54','mężczyzna','17','798.8','3','148','2','4'
738,'splacona_cz','300.0','63','kobieta','13','917.0','1','75','48','2'
739,'splacona','377.69','40','kobieta','11','1087.0','2','237','48','18'
740,'splacona_cz','500.0','38','mężczyzna','11','2470.0','0','65','48','3'
741,'splacona','200.0','63','mężczyzna','13','1538.0','3','100','48','8'
742,'splacona_cz','300.0','39','mężczyzna','11','1300.0','3','44','48','0'
