% Relation generated from XXXXXXL1 2.xls
@RELATION "XXXXXXL1 2"

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE status_pozyczki {odmowa, splacona, splacona_cz, windykacja, windykacja_sp}
@ATTRIBUTE kwota_kredytu NUMERIC
@ATTRIBUTE wiek NUMERIC
@ATTRIBUTE płeć {kobieta, mężczyzna}
@ATTRIBUTE rodzaj_źródła_dochodu NUMERIC
@ATTRIBUTE miesieczny_dochod_netto NUMERIC
@ATTRIBUTE ktore_rolowanie NUMERIC
@ATTRIBUTE okres_w_jakim_pobierał_dochód NUMERIC
@ATTRIBUTE okres_w_jakim_będzie_pobierał_dochód NUMERIC
@ATTRIBUTE opóźnienie_spłaty NUMERIC

@DATA
284,odmowa,1000.0,54.0,kobieta,11.0,2575.31,0.0,190.0,48.0,0.0
285,splacona_cz,500.0,61.0,mężczyzna,11.0,2250.05,0.0,173.0,48.0,1.0
286,splacona_cz,300.0,65.0,mężczyzna,12.0,1100.0,2.0,19.0,17.0,1.0
287,splacona_cz,700.0,61.0,kobieta,13.0,1977.0,0.0,52.0,48.0,3.0
288,odmowa,200.0,41.0,kobieta,11.0,993.48,0.0,163.0,48.0,0.0
289,splacona,200.0,68.0,kobieta,13.0,1134.96,2.0,159.0,48.0,16.0
290,splacona_cz,200.0,63.0,mężczyzna,13.0,1287.66,1.0,94.0,48.0,2.0
291,splacona_cz,200.0,63.0,mężczyzna,13.0,1538.0,2.0,99.0,48.0,3.0
292,splacona_cz,300.0,71.0,mężczyzna,13.0,1426.0,2.0,75.0,48.0,0.0
293,odmowa,200.0,59.0,mężczyzna,12.0,1200.0,0.0,0.0,23.0,0.0
294,splacona_cz,300.0,56.0,kobieta,98.0,980.0,1.0,8.0,48.0,1.0
295,splacona_cz,300.0,45.0,mężczyzna,12.0,670.0,2.0,7.0,4.0,0.0
296,splacona_cz,500.0,43.0,mężczyzna,98.0,3178.0,2.0,199.0,48.0,2.0
297,splacona,517.26,58.0,kobieta,13.0,1801.41,2.0,36.0,48.0,10.0
298,splacona_cz,1100.0,42.0,mężczyzna,11.0,2875.71,2.0,276.0,48.0,6.0
299,odmowa,300.0,39.0,kobieta,12.0,1030.0,0.0,19.0,4.0,0.0
300,splacona_cz,200.0,74.0,kobieta,13.0,1026.0,2.0,245.0,48.0,1.0
301,splacona_cz,200.0,71.0,kobieta,13.0,1185.33,2.0,222.0,48.0,0.0
302,splacona,900.0,33.0,kobieta,11.0,2200.0,0.0,35.0,48.0,0.0
303,splacona,200.0,74.0,mężczyzna,13.0,957.2,1.0,195.0,48.0,264.0
304,splacona,336.83,67.0,kobieta,13.0,815.0,1.0,142.0,48.0,0.0
305,splacona_cz,400.0,64.0,kobieta,13.0,840.0,0.0,111.0,48.0,0.0
306,odmowa,300.0,63.0,kobieta,13.0,933.05,0.0,83.0,48.0,0.0
307,odmowa,1000.0,59.0,kobieta,16.0,1820.0,0.0,24.0,48.0,0.0
308,splacona_cz,285.97,38.0,kobieta,98.0,1200.0,2.0,44.0,48.0,2.0
309,splacona_cz,200.0,31.0,kobieta,12.0,1032.34,2.0,3.0,8.0,0.0
310,odmowa,1000.0,30.0,mężczyzna,11.0,1510.08,0.0,14.0,48.0,0.0
311,splacona_cz,300.0,39.0,kobieta,12.0,1027.0,2.0,7.0,48.0,5.0
312,splacona_cz,277.34,39.0,kobieta,11.0,1770.0,2.0,85.0,48.0,1.0
313,splacona_cz,800.0,62.0,kobieta,13.0,3700.0,2.0,25.0,48.0,0.0
314,odmowa,200.0,24.0,mężczyzna,11.0,1032.0,0.0,25.0,48.0,0.0
315,splacona,400.0,42.0,mężczyzna,11.0,3500.0,2.0,26.0,48.0,139.0
316,splacona_cz,200.0,54.0,kobieta,11.0,1400.0,2.0,115.0,48.0,1.0
317,splacona_cz,300.0,46.0,kobieta,11.0,763.0,2.0,91.0,48.0,1.0
318,splacona_cz,200.0,58.0,kobieta,13.0,1083.23,0.0,95.0,48.0,1.0
319,splacona,500.0,62.0,mężczyzna,13.0,1272.0,1.0,14.0,48.0,270.0
320,splacona_cz,250.0,62.0,mężczyzna,99.0,685.0,2.0,3.0,0.0,4.0
321,splacona,200.0,78.0,mężczyzna,13.0,1519.0,0.0,252.0,48.0,0.0
322,splacona_cz,200.0,68.0,kobieta,13.0,803.86,2.0,156.0,48.0,1.0
323,odmowa,800.0,31.0,mężczyzna,12.0,1743.0,0.0,11.0,5.0,0.0
324,odmowa,500.0,63.0,mężczyzna,12.0,961.0,0.0,76.0,4.0,0.0
325,splacona_cz,400.0,63.0,mężczyzna,13.0,1193.65,1.0,7.0,48.0,1.0
326,splacona,200.0,46.0,mężczyzna,11.0,1566.82,0.0,347.0,48.0,0.0
327,odmowa,500.0,25.0,mężczyzna,12.0,1032.34,0.0,15.0,16.0,0.0
328,splacona_cz,200.0,66.0,kobieta,13.0,1031.0,0.0,119.0,48.0,0.0
329,splacona,400.0,60.0,kobieta,13.0,1149.06,1.0,159.0,48.0,47.0
330,splacona,400.0,73.0,kobieta,13.0,1412.0,2.0,202.0,48.0,19.0
331,splacona,381.29,66.0,mężczyzna,13.0,1591.0,2.0,74.0,48.0,12.0
332,splacona,200.0,64.0,kobieta,16.0,755.1,1.0,132.0,48.0,12.0
333,splacona_cz,327.0,52.0,kobieta,11.0,2065.98,2.0,177.0,48.0,7.0
334,splacona,300.0,28.0,mężczyzna,12.0,1400.0,1.0,7.0,16.0,5.0
335,splacona,800.0,35.0,mężczyzna,12.0,1500.0,0.0,31.0,4.0,0.0
336,splacona,789.27,63.0,kobieta,13.0,860.0,2.0,78.0,48.0,11.0
337,odmowa,300.0,52.0,kobieta,11.0,1079.0,0.0,175.0,48.0,0.0
338,splacona_cz,400.0,54.0,kobieta,11.0,2800.0,2.0,58.0,48.0,3.0
339,splacona,200.0,79.0,kobieta,13.0,1167.94,0.0,367.0,48.0,0.0
340,splacona,700.0,72.0,mężczyzna,13.0,2802.0,2.0,245.0,48.0,307.0
341,splacona_cz,200.0,50.0,mężczyzna,16.0,1045.0,1.0,197.0,48.0,0.0
342,windykacja,500.0,58.0,mężczyzna,17.0,1485.0,2.0,141.0,45.0,5350.0
343,odmowa,200.0,24.0,mężczyzna,12.0,1035.0,0.0,2.0,0.0,0.0
344,splacona_cz,300.0,39.0,mężczyzna,11.0,1300.0,2.0,43.0,48.0,0.0
345,odmowa,800.0,43.0,kobieta,12.0,1792.0,0.0,156.0,1.0,0.0
346,splacona_cz,200.0,62.0,mężczyzna,13.0,1162.0,2.0,219.0,48.0,2.0
347,splacona,300.0,67.0,kobieta,13.0,1094.0,1.0,182.0,48.0,4.0
348,splacona_cz,200.0,60.0,kobieta,13.0,1635.0,2.0,118.0,48.0,0.0
349,odmowa,1000.0,41.0,mężczyzna,98.0,30000.0,0.0,73.0,48.0,0.0
350,odmowa,300.0,39.0,kobieta,11.0,1033.52,0.0,75.0,48.0,0.0
351,splacona_cz,300.0,63.0,kobieta,13.0,917.0,0.0,74.0,48.0,0.0
352,splacona_cz,600.0,68.0,kobieta,13.0,2120.0,2.0,117.0,48.0,3.0
353,splacona,200.0,62.0,kobieta,13.0,985.9,0.0,88.0,48.0,292.0
354,splacona_cz,400.0,62.0,mężczyzna,16.0,1313.41,2.0,26.0,48.0,0.0
355,splacona_cz,400.0,63.0,kobieta,13.0,1233.0,1.0,121.0,48.0,0.0
356,splacona_cz,300.0,65.0,mężczyzna,13.0,1611.0,0.0,139.0,48.0,3.0
357,splacona_cz,200.0,57.0,mężczyzna,13.0,819.0,0.0,55.0,48.0,0.0
358,splacona_cz,500.0,62.0,kobieta,13.0,714.0,3.0,220.0,48.0,1.0
359,splacona_cz,500.0,45.0,kobieta,11.0,3000.0,2.0,91.0,48.0,0.0
360,windykacja_sp,470.41,66.0,kobieta,13.0,919.0,2.0,139.0,48.0,430.0
361,splacona_cz,600.0,41.0,kobieta,98.0,5000.0,1.0,82.0,48.0,7.0
362,splacona_cz,250.0,40.0,mężczyzna,12.0,700.0,2.0,7.0,16.0,8.0
363,splacona_cz,500.0,73.0,kobieta,13.0,951.0,2.0,160.0,48.0,1.0
364,splacona_cz,400.0,65.0,kobieta,13.0,1013.74,2.0,111.0,48.0,1.0
365,splacona_cz,400.0,58.0,kobieta,11.0,1500.0,1.0,83.0,48.0,1.0
366,odmowa,200.0,58.0,kobieta,13.0,1145.25,0.0,21.0,48.0,0.0
367,windykacja,300.0,38.0,kobieta,11.0,1200.0,2.0,188.0,48.0,5348.0
368,splacona_cz,521.49,62.0,kobieta,13.0,1525.46,2.0,34.0,48.0,0.0
369,splacona_cz,700.0,61.0,kobieta,13.0,5100.0,2.0,26.0,48.0,0.0
370,splacona,200.0,24.0,mężczyzna,11.0,2327.94,0.0,33.0,48.0,0.0
371,splacona_cz,241.15,54.0,mężczyzna,12.0,1030.0,2.0,7.0,17.0,5.0
372,splacona,600.0,46.0,mężczyzna,11.0,2000.0,0.0,49.0,48.0,0.0
373,splacona_cz,900.0,55.0,kobieta,16.0,2300.0,3.0,61.0,48.0,0.0
374,odmowa,400.0,48.0,kobieta,11.0,1796.0,0.0,311.0,48.0,0.0
375,splacona_cz,400.0,40.0,kobieta,12.0,660.0,2.0,10.0,28.0,3.0
376,splacona_cz,300.0,55.0,kobieta,12.0,1009.34,1.0,27.0,40.0,2.0
377,splacona,200.0,51.0,mężczyzna,12.0,1030.0,2.0,7.0,48.0,11.0
378,splacona,400.0,56.0,mężczyzna,12.0,1600.0,0.0,33.0,27.0,0.0
379,splacona_cz,400.0,60.0,kobieta,13.0,1425.0,0.0,77.0,48.0,1.0
380,splacona_cz,281.29,55.0,kobieta,12.0,1350.0,2.0,20.0,4.0,1.0
381,splacona_cz,200.0,24.0,mężczyzna,12.0,1000.0,3.0,10.0,15.0,8.0
382,splacona_cz,600.0,54.0,kobieta,12.0,1675.0,2.0,7.0,4.0,2.0
383,odmowa,500.0,66.0,kobieta,13.0,717.96,0.0,79.0,48.0,0.0
384,splacona_cz,700.0,28.0,mężczyzna,12.0,1800.0,2.0,9.0,0.0,0.0
385,odmowa,300.0,20.0,mężczyzna,12.0,1227.0,0.0,1.0,11.0,0.0
386,splacona,200.0,64.0,kobieta,13.0,856.0,2.0,55.0,48.0,1.0
387,splacona,300.0,39.0,mężczyzna,11.0,2700.0,1.0,7.0,48.0,0.0
388,windykacja_sp,300.0,66.0,mężczyzna,13.0,1300.0,1.0,76.0,48.0,345.0
389,splacona_cz,400.0,61.0,kobieta,13.0,1684.0,2.0,18.0,48.0,1.0
390,splacona,200.0,57.0,mężczyzna,11.0,1800.0,0.0,159.0,48.0,0.0
391,splacona_cz,498.47,31.0,kobieta,12.0,1600.0,2.0,12.0,0.0,1.0
392,splacona_cz,200.0,75.0,kobieta,13.0,616.0,2.0,244.0,48.0,1.0
393,odmowa,300.0,67.0,mężczyzna,12.0,900.0,0.0,6.0,1.0,0.0
394,splacona_cz,200.0,61.0,kobieta,13.0,984.0,1.0,9.0,48.0,0.0
395,odmowa,700.0,65.0,kobieta,13.0,1650.0,0.0,127.0,48.0,0.0
396,splacona_cz,275.97,41.0,kobieta,11.0,1000.0,2.0,59.0,48.0,8.0
397,odmowa,400.0,46.0,mężczyzna,11.0,2324.0,0.0,43.0,48.0,0.0
398,splacona_cz,445.67,47.0,mężczyzna,12.0,1574.45,1.0,29.0,6.0,1.0
399,splacona_cz,300.0,54.0,mężczyzna,11.0,1700.0,2.0,37.0,48.0,4.0
400,splacona_cz,600.0,47.0,kobieta,12.0,830.46,1.0,43.0,28.0,1.0
401,splacona_cz,200.0,58.0,kobieta,16.0,634.0,1.0,49.0,48.0,0.0
402,splacona,200.0,75.0,kobieta,13.0,1160.0,0.0,209.0,48.0,0.0
403,splacona_cz,200.0,58.0,kobieta,13.0,1500.0,2.0,44.0,48.0,0.0
404,windykacja,250.0,64.0,mężczyzna,16.0,633.56,2.0,109.0,48.0,5345.0
405,splacona_cz,200.0,73.0,mężczyzna,13.0,910.33,2.0,161.0,48.0,8.0
406,odmowa,500.0,49.0,kobieta,11.0,2139.0,0.0,84.0,48.0,0.0
407,odmowa,400.0,41.0,kobieta,11.0,1433.0,0.0,158.0,48.0,0.0
408,splacona,227.13,53.0,kobieta,12.0,2000.0,2.0,7.0,19.0,2.0
409,splacona_cz,200.0,57.0,kobieta,16.0,703.0,2.0,24.0,48.0,1.0
410,splacona_cz,900.0,58.0,kobieta,17.0,684.0,2.0,188.0,21.0,1.0
411,odmowa,300.0,22.0,mężczyzna,12.0,1200.0,0.0,3.0,20.0,0.0
412,odmowa,400.0,37.0,mężczyzna,99.0,761.0,0.0,0.0,12.0,0.0
413,splacona,500.0,72.0,kobieta,13.0,640.0,0.0,137.0,48.0,1.0
414,odmowa,1000.0,60.0,mężczyzna,13.0,3519.0,0.0,108.0,48.0,0.0
415,splacona_cz,200.0,75.0,kobieta,13.0,965.0,2.0,243.0,48.0,1.0
416,splacona_cz,1569.98,48.0,mężczyzna,11.0,2353.0,2.0,97.0,48.0,8.0
417,splacona_cz,200.0,65.0,kobieta,13.0,802.83,2.0,199.0,48.0,4.0
418,splacona_cz,400.0,66.0,kobieta,13.0,1137.19,2.0,94.0,48.0,0.0
419,splacona_cz,800.0,60.0,mężczyzna,11.0,1000.0,2.0,61.0,48.0,3.0
420,splacona,1000.0,80.0,kobieta,13.0,2421.55,2.0,243.0,48.0,13.0
421,splacona_cz,1000.0,57.0,mężczyzna,13.0,3600.0,1.0,84.0,48.0,1.0
422,splacona,350.0,64.0,mężczyzna,13.0,1601.87,1.0,43.0,48.0,10.0
423,splacona_cz,300.0,77.0,kobieta,13.0,1239.0,2.0,268.0,48.0,1.0
424,odmowa,900.0,39.0,mężczyzna,11.0,2215.0,0.0,204.0,48.0,0.0
425,splacona,200.0,59.0,kobieta,13.0,1100.0,1.0,41.0,48.0,0.0
426,odmowa,500.0,40.0,kobieta,11.0,950.0,0.0,178.0,48.0,0.0
427,splacona_cz,400.0,40.0,mężczyzna,11.0,1261.98,2.0,34.0,48.0,0.0
428,windykacja,300.0,73.0,kobieta,16.0,1138.01,0.0,5.0,48.0,5344.0
429,splacona_cz,350.0,61.0,mężczyzna,16.0,837.0,1.0,229.0,48.0,0.0
430,splacona_cz,200.0,46.0,kobieta,12.0,990.34,1.0,54.0,18.0,0.0
431,splacona_cz,800.0,65.0,kobieta,13.0,930.0,3.0,129.0,48.0,0.0
432,splacona_cz,400.0,47.0,kobieta,11.0,3170.0,2.0,283.0,48.0,0.0
433,splacona_cz,400.0,47.0,mężczyzna,12.0,600.0,3.0,7.0,20.0,1.0
434,splacona_cz,300.0,26.0,mężczyzna,11.0,1459.0,0.0,7.0,48.0,5.0
435,splacona_cz,300.0,62.0,kobieta,13.0,1130.0,2.0,101.0,48.0,3.0
436,windykacja_sp,200.0,52.0,kobieta,16.0,906.07,0.0,10.0,48.0,263.0
437,splacona_cz,300.0,25.0,mężczyzna,12.0,1400.0,1.0,10.0,22.0,1.0
438,splacona_cz,300.0,45.0,mężczyzna,11.0,2100.0,1.0,48.0,48.0,1.0
439,splacona_cz,235.97,66.0,kobieta,13.0,1428.55,2.0,135.0,48.0,0.0
440,splacona,500.0,53.0,kobieta,16.0,655.0,2.0,29.0,48.0,152.0
441,splacona_cz,300.0,33.0,mężczyzna,11.0,1800.0,2.0,163.0,48.0,1.0
442,splacona_cz,400.0,62.0,kobieta,13.0,1474.55,1.0,63.0,48.0,0.0
443,splacona_cz,200.0,52.0,kobieta,11.0,1617.68,1.0,83.0,48.0,5.0
444,windykacja,500.0,63.0,mężczyzna,13.0,1768.93,2.0,267.0,48.0,5344.0
445,splacona_cz,200.0,49.0,mężczyzna,11.0,1400.0,2.0,12.0,48.0,1.0
446,splacona_cz,900.0,47.0,kobieta,11.0,5800.0,2.0,52.0,48.0,0.0
447,odmowa,200.0,43.0,mężczyzna,12.0,1440.0,0.0,3.0,8.0,0.0
448,splacona_cz,265.58,62.0,kobieta,13.0,1189.0,2.0,68.0,48.0,0.0
449,splacona_cz,400.0,56.0,kobieta,11.0,1172.2,2.0,35.0,48.0,2.0
450,splacona,500.0,63.0,kobieta,16.0,1340.0,2.0,159.0,48.0,6.0
451,splacona,200.0,62.0,mężczyzna,13.0,1672.59,1.0,20.0,48.0,0.0
452,splacona_cz,350.0,53.0,kobieta,17.0,1031.0,1.0,49.0,11.0,6.0
453,splacona_cz,500.0,60.0,kobieta,13.0,1000.0,2.0,66.0,48.0,2.0
454,odmowa,200.0,67.0,kobieta,16.0,931.37,0.0,210.0,48.0,0.0
455,splacona_cz,400.0,57.0,kobieta,13.0,1817.24,1.0,16.0,48.0,0.0
456,splacona,900.0,58.0,mężczyzna,11.0,1510.0,2.0,164.0,48.0,151.0
457,odmowa,1000.0,45.0,kobieta,12.0,1000.0,0.0,52.0,20.0,0.0
458,odmowa,500.0,34.0,kobieta,12.0,1033.0,0.0,1.0,0.0,0.0
459,odmowa,250.0,32.0,kobieta,12.0,1200.0,0.0,3.0,6.0,0.0
460,splacona_cz,300.0,61.0,kobieta,13.0,997.0,2.0,77.0,48.0,0.0
461,splacona_cz,500.0,60.0,kobieta,13.0,1212.0,2.0,52.0,48.0,0.0
462,splacona_cz,300.0,57.0,kobieta,11.0,1680.0,2.0,383.0,48.0,2.0
463,splacona_cz,200.0,67.0,kobieta,13.0,720.19,0.0,91.0,48.0,0.0
464,splacona,1283.66,52.0,kobieta,11.0,1638.0,0.0,312.0,48.0,17.0
465,splacona_cz,600.0,47.0,kobieta,11.0,1700.0,2.0,87.0,48.0,2.0
466,splacona,200.0,79.0,kobieta,13.0,1442.43,3.0,139.0,48.0,0.0
467,splacona,600.0,58.0,kobieta,11.0,1400.0,2.0,161.0,48.0,188.0
468,splacona_cz,600.0,49.0,kobieta,11.0,2800.0,2.0,317.0,48.0,3.0
469,splacona_cz,369.53,72.0,kobieta,13.0,3541.9,0.0,125.0,48.0,2.0
470,splacona,500.0,27.0,kobieta,11.0,2100.0,1.0,21.0,48.0,0.0
471,splacona_cz,600.0,32.0,kobieta,11.0,1290.0,2.0,17.0,48.0,2.0
472,splacona,300.0,39.0,mężczyzna,12.0,1884.29,0.0,18.0,5.0,0.0
473,splacona_cz,200.0,72.0,kobieta,13.0,730.0,1.0,559.0,48.0,0.0
474,odmowa,500.0,43.0,kobieta,11.0,1542.33,0.0,276.0,48.0,0.0
475,splacona_cz,400.0,43.0,mężczyzna,11.0,2284.23,0.0,298.0,48.0,0.0
476,splacona_cz,200.0,69.0,kobieta,16.0,959.6,2.0,113.0,48.0,0.0
477,splacona_cz,200.0,29.0,mężczyzna,99.0,1393.85,1.0,3.0,0.0,1.0
478,splacona_cz,717.26,64.0,mężczyzna,13.0,2010.0,1.0,136.0,48.0,1.0
479,splacona_cz,200.0,57.0,mężczyzna,13.0,12220.0,1.0,69.0,48.0,1.0
480,odmowa,1000.0,43.0,mężczyzna,11.0,2700.0,0.0,144.0,48.0,0.0
481,splacona_cz,500.0,65.0,kobieta,16.0,892.0,1.0,199.0,48.0,0.0
482,splacona,200.0,46.0,mężczyzna,11.0,1360.0,3.0,118.0,48.0,0.0
483,splacona_cz,295.97,52.0,kobieta,12.0,1050.0,1.0,32.0,4.0,0.0
484,splacona_cz,300.0,35.0,kobieta,12.0,1200.0,2.0,7.0,7.0,0.0
485,splacona,300.0,65.0,kobieta,13.0,1210.0,1.0,136.0,48.0,26.0
486,splacona_cz,700.0,52.0,mężczyzna,11.0,3200.0,2.0,187.0,48.0,0.0
487,splacona_cz,450.0,54.0,kobieta,16.0,1045.6,3.0,10.0,48.0,0.0
488,splacona_cz,300.0,65.0,kobieta,13.0,1350.0,1.0,109.0,48.0,3.0
489,windykacja,600.0,48.0,mężczyzna,11.0,1800.0,2.0,124.0,48.0,5341.0
490,odmowa,300.0,35.0,kobieta,12.0,1200.0,0.0,0.0,24.0,0.0
491,splacona,500.0,57.0,kobieta,11.0,2249.14,2.0,239.0,48.0,18.0
492,splacona,200.0,72.0,kobieta,13.0,785.0,2.0,62.0,48.0,0.0
493,splacona_cz,300.0,46.0,mężczyzna,13.0,1688.82,1.0,97.0,48.0,2.0
494,splacona,300.0,23.0,mężczyzna,11.0,1400.0,0.0,23.0,48.0,0.0
495,splacona_cz,400.0,53.0,mężczyzna,11.0,4000.0,3.0,8.0,48.0,1.0
496,splacona,300.0,30.0,mężczyzna,12.0,1037.34,1.0,18.0,6.0,0.0
497,splacona_cz,300.0,19.0,mężczyzna,99.0,750.0,2.0,2.0,3.0,0.0
498,splacona_cz,300.0,57.0,kobieta,13.0,611.0,1.0,137.0,48.0,1.0
499,splacona_cz,700.0,75.0,mężczyzna,13.0,2098.0,2.0,195.0,48.0,0.0
500,odmowa,500.0,22.0,mężczyzna,11.0,1585.0,0.0,2.0,48.0,0.0
501,splacona_cz,500.0,72.0,mężczyzna,13.0,1700.0,2.0,12.0,48.0,2.0
502,windykacja,300.0,69.0,mężczyzna,13.0,940.0,2.0,51.0,48.0,5341.0
503,splacona_cz,500.0,51.0,kobieta,11.0,1700.0,2.0,304.0,48.0,4.0
504,odmowa,800.0,30.0,kobieta,12.0,1600.0,0.0,72.0,41.0,0.0
505,splacona_cz,400.0,56.0,mężczyzna,11.0,1842.86,1.0,6.0,48.0,0.0
506,splacona_cz,300.0,49.0,mężczyzna,13.0,3900.0,3.0,28.0,48.0,0.0
507,odmowa,200.0,58.0,mężczyzna,16.0,461.6,0.0,378.0,48.0,0.0
508,splacona_cz,426.61,49.0,kobieta,11.0,2470.0,3.0,352.0,48.0,0.0
509,splacona_cz,500.0,53.0,mężczyzna,11.0,1320.0,2.0,340.0,48.0,0.0
510,splacona_cz,400.0,39.0,kobieta,11.0,1239.05,0.0,202.0,48.0,7.0
511,splacona,400.0,64.0,mężczyzna,13.0,1261.6,2.0,51.0,48.0,368.0
512,splacona,700.0,37.0,mężczyzna,12.0,3000.0,0.0,6.0,4.0,34.0
513,splacona,300.0,58.0,kobieta,13.0,1240.0,3.0,68.0,48.0,0.0
514,splacona_cz,500.0,60.0,kobieta,13.0,936.0,0.0,29.0,48.0,0.0
515,splacona_cz,200.0,74.0,kobieta,13.0,1026.0,3.0,245.0,48.0,0.0
516,splacona_cz,400.0,44.0,mężczyzna,12.0,1952.35,2.0,2.0,9.0,0.0
517,splacona_cz,300.0,43.0,kobieta,11.0,1400.0,3.0,23.0,48.0,4.0
518,splacona_cz,1800.0,72.0,mężczyzna,13.0,2612.0,1.0,80.0,48.0,0.0
519,splacona_cz,400.0,61.0,kobieta,13.0,1170.0,1.0,76.0,48.0,0.0
520,splacona_cz,300.0,48.0,kobieta,11.0,1077.49,2.0,370.0,48.0,0.0
521,odmowa,600.0,27.0,mężczyzna,12.0,2187.11,0.0,30.0,5.0,0.0
522,splacona_cz,496.61,38.0,kobieta,11.0,2927.0,1.0,199.0,48.0,0.0
523,splacona_cz,800.0,57.0,mężczyzna,12.0,2500.0,1.0,3.0,0.0,1.0
524,splacona_cz,200.0,20.0,mężczyzna,17.0,985.0,3.0,11.0,0.0,0.0
525,splacona_cz,1000.0,42.0,mężczyzna,11.0,2258.0,3.0,73.0,48.0,0.0
526,splacona_cz,400.0,61.0,kobieta,13.0,1090.14,2.0,73.0,48.0,0.0
527,splacona_cz,649.84,57.0,kobieta,11.0,1680.0,3.0,68.0,48.0,0.0
528,splacona_cz,238.78,53.0,kobieta,11.0,1700.0,3.0,203.0,48.0,0.0
529,splacona_cz,500.0,69.0,kobieta,13.0,1072.0,3.0,151.0,48.0,5.0
530,splacona_cz,300.0,70.0,kobieta,13.0,729.03,3.0,255.0,48.0,0.0
531,odmowa,500.0,69.0,kobieta,16.0,1124.0,0.0,135.0,48.0,0.0
532,splacona_cz,200.0,63.0,kobieta,16.0,1389.0,2.0,89.0,48.0,0.0
533,splacona_cz,381.29,70.0,kobieta,13.0,1291.18,3.0,77.0,48.0,0.0
534,splacona_cz,200.0,57.0,mężczyzna,16.0,763.38,2.0,209.0,48.0,0.0
535,splacona_cz,900.0,59.0,kobieta,13.0,1370.0,2.0,74.0,48.0,11.0
536,odmowa,900.0,19.0,mężczyzna,12.0,1700.0,0.0,4.0,8.0,0.0
537,splacona,500.0,53.0,mężczyzna,11.0,2080.0,3.0,316.0,48.0,15.0
538,splacona_cz,1500.0,57.0,mężczyzna,98.0,3000.0,0.0,67.0,48.0,6.0
539,splacona_cz,300.0,60.0,mężczyzna,11.0,3000.0,3.0,210.0,48.0,0.0
540,splacona_cz,200.0,30.0,kobieta,11.0,1373.34,0.0,56.0,48.0,0.0
541,splacona_cz,200.0,25.0,kobieta,17.0,1200.0,3.0,163.0,17.0,1.0
542,splacona,300.0,52.0,kobieta,16.0,685.0,1.0,39.0,48.0,0.0
543,splacona_cz,400.0,66.0,kobieta,13.0,850.0,2.0,65.0,48.0,1.0
544,splacona_cz,400.0,54.0,kobieta,12.0,1700.0,3.0,53.0,0.0,0.0
545,splacona,500.0,50.0,kobieta,17.0,990.0,3.0,70.0,15.0,13.0
546,splacona_cz,600.0,35.0,kobieta,11.0,2400.0,2.0,111.0,48.0,6.0
547,windykacja,296.54,34.0,mężczyzna,12.0,1030.0,0.0,3.0,20.0,5336.0
548,splacona_cz,903.23,36.0,kobieta,11.0,1900.0,2.0,177.0,48.0,3.0
549,splacona_cz,500.0,67.0,mężczyzna,16.0,1600.0,1.0,10.0,48.0,0.0
550,splacona_cz,500.0,29.0,kobieta,12.0,1447.0,3.0,20.0,4.0,4.0
551,splacona_cz,300.0,60.0,kobieta,13.0,810.0,3.0,31.0,48.0,4.0
552,splacona_cz,400.0,54.0,kobieta,11.0,2368.57,1.0,408.0,48.0,6.0
553,splacona,378.0,27.0,kobieta,11.0,1500.0,0.0,22.0,48.0,9.0
554,splacona_cz,300.0,45.0,mężczyzna,12.0,1375.47,0.0,5.0,3.0,0.0
555,splacona,500.0,50.0,kobieta,11.0,4900.0,1.0,9.0,48.0,0.0
556,splacona,200.0,68.0,kobieta,13.0,1017.0,3.0,159.0,48.0,0.0
557,splacona,600.0,55.0,mężczyzna,16.0,588.0,3.0,420.0,48.0,0.0
558,windykacja,200.0,28.0,mężczyzna,12.0,1136.86,1.0,10.0,14.0,5336.0
559,splacona_cz,200.0,66.0,kobieta,13.0,910.0,3.0,68.0,48.0,0.0
560,odmowa,200.0,29.0,kobieta,98.0,600.0,0.0,3.0,48.0,0.0
561,splacona_cz,300.0,22.0,kobieta,12.0,1634.0,1.0,10.0,0.0,3.0
562,splacona,900.0,47.0,mężczyzna,11.0,2500.0,2.0,202.0,48.0,11.0
563,odmowa,200.0,78.0,kobieta,16.0,1076.83,0.0,135.0,48.0,0.0
564,splacona_cz,200.0,66.0,kobieta,13.0,1216.0,3.0,139.0,48.0,0.0
565,splacona_cz,400.0,61.0,kobieta,13.0,1280.0,3.0,15.0,48.0,0.0
566,splacona_cz,600.0,54.0,kobieta,11.0,1300.0,0.0,66.0,48.0,8.0
567,splacona_cz,450.0,31.0,mężczyzna,11.0,2700.0,3.0,13.0,48.0,18.0
568,splacona,500.0,59.0,kobieta,13.0,1400.0,2.0,52.0,48.0,1.0
569,splacona_cz,575.74,32.0,mężczyzna,11.0,2050.0,3.0,116.0,48.0,7.0
570,splacona_cz,500.0,58.0,mężczyzna,16.0,1770.0,3.0,87.0,48.0,0.0
571,splacona_cz,300.0,31.0,kobieta,12.0,1865.0,0.0,18.0,3.0,3.0
572,splacona,382.44,29.0,mężczyzna,11.0,1888.27,2.0,75.0,48.0,16.0
573,splacona_cz,300.0,50.0,mężczyzna,12.0,1000.0,0.0,41.0,21.0,0.0
574,splacona_cz,385.97,54.0,kobieta,11.0,1721.7,3.0,118.0,48.0,1.0
575,splacona_cz,700.0,58.0,kobieta,13.0,1872.0,3.0,33.0,48.0,3.0
